contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,qualifier,assist,match_id,label,league_name,date,country,9,15,17,18,20,22,24,25,26,29,56,61,62,64,72,73,75,78,80,81,82,83,102,103,108,114,136,146,147,153,154,160,214,215,230,231,233,280,281,282,321,322,323,326,327,328,338,353,374,375,390,458,472,sequenceId,possessionId,keyPass,140,141,318,210,23,6,107,16,19,28,63,74,76,77,79,84,85,89,120,122,133,138,274,276,391,395,396,468,60,65,69,100,101,121,139,87,113,273,324,86,68,300,216,217,21,254
36g6ifzjliec1jqnbtf7yesme,AaB,2829393133,628,15,2,74,35,A. Jasson,8bi1tlz62rjwyak4pnnzgp562,1,81.8,44.4,2025-07-26T13:30:53.630,2025-07-26T13:32:06,"{""id"": 5808837987, ""qualifierId"": 22}",1.0,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,true,NaN,NaN,true,NaN,NaN,true,,50.6,19,NaN,,,89.8,47.1,NaN,NaN,,NaN,true,98.4,51.3,795,NaN,NaN,NaN,0.050776369869709015,0.0,,3,2,NaN,,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829385295,637,15,2,55,55,A. Justinussen,uiyol728wan4mxco2foplknp,1,76.9,66.7,2025-07-26T13:12:13.614,2025-07-28T16:29:09,"{""id"": 5808794185, ""qualifierId"": 103, ""value"": ""20.9""}",1.0,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,48.6,20.9,NaN,,,98.9,49.3,NaN,NaN,,NaN,true,NaN,NaN,489,NaN,NaN,NaN,0.02243177592754364,0.026969579979777336,,2,3,NaN,,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829386131,651,13,2,57,58,J. Witt,5z7y55t2o577r8ki3i5855as,1,84.9,56.8,2025-07-26T13:14:17.054,2025-07-26T13:15:24,"{""id"": 5808911027, ""qualifierId"": 85}",NaN,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,true,NaN,true,NaN,NaN,true,NaN,NaN,Center,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,53.8,52.8,true,,,NaN,NaN,NaN,NaN,,NaN,true,99.0,49.5,NaN,NaN,NaN,NaN,0.03782838210463524,0.0,,2,3,true,,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829387403,683,13,2,60,44,A. Justinussen,uiyol728wan4mxco2foplknp,1,91.6,44.7,2025-07-26T13:17:02.833,2025-07-26T13:18:23,"{""id"": 5808805785, ""qualifierId"": 56, ""value"": ""Center""}",1.0,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,true,NaN,true,NaN,NaN,NaN,NaN,,38.5,11.1,true,,,NaN,NaN,NaN,true,,NaN,NaN,98.9,49.6,NaN,NaN,NaN,NaN,0.0940764844417572,0.0,,3,2,true,,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829396885,695,13,2,86,9,F. Børsting,egwhlgopjtjkop7ozy7ltk1cl,1,85.0,34.6,2025-07-26T13:42:27.704,2025-07-26T13:44:20,"{""id"": 5808922565, ""qualifierId"": 391}",NaN,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,,,NaN,true,true,NaN,NaN,NaN,NaN,NaN,,69.6,16.7,true,,,93.2,59.8,true,NaN,,NaN,NaN,98.0,47.7,NaN,NaN,NaN,NaN,0.0303536057472229,0.0,,2,3,NaN,,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829396911,696,13,2,86,12,M. Jiménez,8mkrj5bnkyhx8kutc4656cy96,1,92.0,55.0,2025-07-26T13:42:30.455,2025-07-26T13:43:40,"{""id"": 5815078405, ""qualifierId"": 214}",1.0,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,true,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,55.5,68.1,NaN,,,NaN,NaN,NaN,NaN,,true,NaN,97.7,53.6,NaN,NaN,NaN,NaN,0.22564680874347687,0.0,,1,2,true,,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829388535,705,13,2,63,21,H. Toftegaard,e2157naqwp1qdsgaxre307cb8,1,81.8,51.3,2025-07-26T13:19:40.004,2025-07-26T13:20:44,"{""id"": 5813417885, ""qualifierId"": 74}",1.0,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,NaN,true,NaN,NaN,NaN,true,NaN,true,Center,,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,46.6,94.4,NaN,,,NaN,NaN,NaN,true,,NaN,NaN,99.3,49.5,NaN,NaN,NaN,NaN,0.054925620555877686,0.0,,1,3,true,,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829399045,743,16,2,92,58,C. Olsson,5uo9saax5iqsctxq7w3si8w0k,1,4.6,49.1,2025-07-26T13:49:16.746,2025-07-30T14:40:20,"{""id"": 5808874369, ""qualifierId"": 230, ""value"": ""97.2""}",NaN,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,Center,,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,46.9,19.6,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,97.2,49.3,NaN,OWN_GOAL,620119,6463,NaN,NaN,,NaN,NaN,NaN,,,2025-07-26 14:49:16.454,92:58.040,,NaN,952,,,,,,,,NaN,,,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.7,48.7,NaN,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829399071,745,13,2,93,58,M. Jiménez,8mkrj5bnkyhx8kutc4656cy96,1,90.6,41.5,2025-07-26T13:50:16.713,2025-07-26T13:55:08,"{""id"": 5808871685, ""qualifierId"": 22}",NaN,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,52.1,94.4,true,,,NaN,NaN,NaN,NaN,,NaN,NaN,99.3,52.2,NaN,NaN,NaN,NaN,0.10237768292427063,0.0,,2,2,true,,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829394029,814,13,2,77,4,L. Bøje-Larsen,elsygne5tjybbxrqgehtovnro,1,86.2,66.0,2025-07-26T13:33:22.752,2025-07-26T13:34:29,"{""id"": 5813394413, ""qualifierId"": 391}",NaN,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,Center,,,true,NaN,true,NaN,NaN,NaN,NaN,NaN,,64.0,2.8,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,99.8,51.8,NaN,NaN,NaN,NaN,0.038849640637636185,0.0,,2,2,true,,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829395957,841,15,2,83,15,J. Witt,5z7y55t2o577r8ki3i5855as,1,91.1,37.8,2025-07-26T13:39:34.237,2025-07-30T14:29:18,"{""id"": 5808854201, ""qualifierId"": 147, ""value"": ""46.4""}",1.0,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,true,true,NaN,NaN,NaN,true,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,47.8,31.0,NaN,,,99.4,46.4,NaN,true,,NaN,NaN,NaN,NaN,672,NaN,NaN,NaN,0.0243514571338892,0.08283772319555283,,3,2,true,,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829396617,871,13,2,85,19,M. Veltz,3avg1grraylzm6xjt5kt18is4,1,92.9,39.8,2025-07-26T13:41:37.687,2025-07-26T13:42:44,"{""id"": 5808857689, ""qualifierId"": 22}",1.0,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,41.7,2.8,NaN,,,NaN,NaN,NaN,NaN,,true,NaN,95.6,43.9,NaN,NaN,NaN,NaN,0.3085709512233734,0.0,,2,1,true,,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829398857,950,15,2,92,31,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,92.7,53.8,2025-07-26T13:48:49.757,2025-07-30T14:47:01,"{""id"": 5808870789, ""qualifierId"": 147, ""value"": ""51.4""}",1.0,bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,,true,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,54.1,22.2,NaN,,,99.7,51.4,NaN,true,,NaN,NaN,NaN,NaN,741,NaN,NaN,NaN,0.08600180596113205,0.6601601839065552,,3,3,true,,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2830849393,154,15,1,16,3,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,91.5,66.0,2025-08-01T17:19:02.069,2025-08-03T10:29:18,"{""id"": 5816970533, ""qualifierId"": 321, ""value"": ""0.060468029230833054""}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,NaN,true,true,,NaN,NaN,NaN,Center,NaN,,true,NaN,NaN,NaN,NaN,NaN,,NaN,,52.4,16.5,NaN,NaN,NaN,98.4,53.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176,NaN,NaN,NaN,0.060468029230833054,0.1282368153333664,NaN,2,3,true,NaN,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2830849405,155,13,1,16,5,A. Justinussen,uiyol728wan4mxco2foplknp,1,95.2,53.6,2025-08-01T17:19:04.334,2025-08-01T17:20:35,"{""id"": 5817184621, ""qualifierId"": 16}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,NaN,NaN,true,,NaN,NaN,NaN,Center,NaN,,NaN,true,NaN,NaN,NaN,NaN,,NaN,,50.9,48.6,true,true,NaN,97.2,52.7,true,NaN,NaN,NaN,NaN,98.8,50.9,NaN,NaN,NaN,NaN,0.3960246443748474,0.0,true,2,2,true,154,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,true,,,NaN,NaN,NaN,NaN,,NaN,true,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2830849857,169,13,1,17,54,A. Justinussen,uiyol728wan4mxco2foplknp,1,87.0,82.0,2025-08-01T17:20:53.428,2025-08-01T17:22:02,"{""id"": 5820974149, ""qualifierId"": 85}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,NaN,true,NaN,,NaN,true,NaN,Left,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,51.9,56.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.5,54.0,NaN,NaN,NaN,NaN,0.04247837886214256,0.0,NaN,1,2,NaN,NaN,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,NaN,NaN,,NaN,true,NaN,true,,,,,,,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2830849483,181,15,1,16,22,C. Björk,x3ad9hfxts6jpfugy3kvq9d5,1,96.5,67.3,2025-08-01T17:19:21.545,2025-08-01T17:20:43,"{""id"": 5816970377, ""qualifierId"": 22}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,NaN,true,true,,NaN,NaN,NaN,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,true,,54.6,5.6,NaN,NaN,NaN,97.6,63.9,NaN,NaN,NaN,true,NaN,93.0,64.4,158,NaN,NaN,NaN,0.07726096361875534,0.0,NaN,2,2,true,NaN,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,,,,,,,NaN,NaN,,NaN,true,NaN,NaN,true,NaN,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2830849505,182,13,1,16,26,K. Grabovskis,3u184ybkonoa5ubxjzoy06ntg,1,80.8,69.7,2025-08-01T17:19:25.601,2025-08-01T17:20:34,"{""id"": 5816970497, ""qualifierId"": 22}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,true,true,true,,NaN,NaN,NaN,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,48.9,59.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.5,54.0,NaN,NaN,NaN,NaN,0.03150346875190735,0.0,true,2,3,NaN,181,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,NaN,NaN,,NaN,true,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2830850611,191,16,1,20,13,T. Arndal,1n4eldqa7h9jvcx1693zqu06i,1,93.3,53.6,2025-08-01T17:23:12.428,2025-08-03T10:29:14,"{""id"": 5816977615, ""qualifierId"": 154}",1.0,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,true,NaN,true,true,,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,true,NaN,,NaN,,51.4,5.7,NaN,NaN,true,NaN,NaN,NaN,true,NaN,true,NaN,98.8,51.1,NaN,NaN,NaN,NaN,0.32296520471572876,0.26609572768211365,NaN,1,2,true,NaN,,2025-08-01 18:23:11.981,20:12.972,,NaN,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,1.2,50.9,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2830850019,196,14,1,18,38,C. Björk,x3ad9hfxts6jpfugy3kvq9d5,1,98.5,57.0,2025-08-01T17:21:37.217,2025-08-01T19:49:37,"{""id"": 4611686018471188199, ""qualifierId"": 322, ""value"": ""0.0""}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,true,NaN,NaN,NaN,true,,NaN,NaN,NaN,Center,true,,NaN,NaN,true,NaN,NaN,NaN,,NaN,,55.2,4.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,95.4,53.1,NaN,NaN,NaN,NaN,0.43072760105133057,0.0,NaN,2,0,true,NaN,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2830850065,198,15,1,18,45,O. Addo,kqj7nh6pqmqbt0abyyu0fcpg,1,81.9,68.1,2025-08-01T17:21:44.046,2025-08-03T10:29:14,"{""id"": 5816974033, ""qualifierId"": 22}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,true,true,true,,NaN,NaN,NaN,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,53.2,7.0,NaN,NaN,NaN,98.1,53.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,174,NaN,NaN,NaN,0.03718150034546852,0.0684095099568367,NaN,2,3,NaN,NaN,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2830853501,262,13,1,31,4,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,88.6,61.1,2025-08-01T17:34:03.672,2025-08-01T17:35:10,"{""id"": 5816994379, ""qualifierId"": 102, ""value"": ""53.1""}",1.0,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,true,NaN,true,NaN,,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,53.1,73.6,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,98.5,52.5,NaN,NaN,NaN,NaN,0.16902165114879608,0.0,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,,,,,,,,true,,,NaN,,,NaN,true,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2830854375,287,16,1,33,24,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,81.9,45.2,2025-08-01T17:36:23.080,2025-08-04T10:29:13,"{""id"": 5816999931, ""qualifierId"": 215}",1.0,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,true,true,true,,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,52.3,7.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,true,88.6,46.8,NaN,NaN,NaN,NaN,0.36724165081977844,0.40876609086990356,NaN,1,1,NaN,NaN,,2025-08-01 18:36:21.923,33:22.914,,NaN,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,true,NaN,,NaN,NaN,true,NaN,,,,,,,12.7,52.0,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2830857527,349,13,1,43,56,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,95.4,41.1,2025-08-01T17:46:55.726,2025-08-01T17:48:04,"{""id"": 5817017239, ""qualifierId"": 321, ""value"": ""0.1135508343577385""}",1.0,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,NaN,true,NaN,,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,42.0,30.6,NaN,NaN,NaN,NaN,NaN,NaN,true,true,NaN,NaN,99.4,46.6,NaN,NaN,NaN,NaN,0.1135508343577385,0.0,NaN,3,2,true,NaN,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,NaN,NaN,,true,NaN,NaN,NaN,,,,,,,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2830855757,377,13,1,38,43,V. Hammershøy-Mistrati,e3n8xatusmgu7ttqpfdjanp3p,1,71.8,49.1,2025-08-01T17:41:42.990,2025-08-01T17:42:51,"{""id"": 4611686018471186999, ""qualifierId"": 322, ""value"": ""0.0""}",1.0,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,true,true,true,,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,51.6,70.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,99.0,49.8,NaN,NaN,NaN,NaN,0.025530988350510597,0.0,NaN,1,2,NaN,NaN,,NaN,NaN,,NaN,NaN,,,,,,,,NaN,,,NaN,,,NaN,true,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2830856661,408,15,1,41,24,C. Björk,x3ad9hfxts6jpfugy3kvq9d5,1,98.0,57.4,2025-08-01T17:44:23.565,2025-08-04T10:44:26,"{""id"": 5823593015, ""qualifierId"": 76}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,NaN,true,NaN,,true,NaN,NaN,Center,true,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,54.0,5.1,NaN,NaN,NaN,99.4,55.1,NaN,NaN,NaN,true,NaN,NaN,NaN,330,NaN,NaN,NaN,0.31983476877212524,0.4635555148124695,NaN,2,1,NaN,NaN,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2830861965,418,15,2,48,50,M. Veltz,3avg1grraylzm6xjt5kt18is4,1,90.9,75.6,2025-08-01T18:09:52.417,2025-08-01T18:11:02,"{""id"": 5817041913, ""qualifierId"": 233, ""value"": ""555""}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,NaN,NaN,true,true,,NaN,NaN,NaN,Center,NaN,,true,NaN,NaN,NaN,NaN,NaN,,true,,51.9,19,NaN,NaN,NaN,93.2,69.7,NaN,NaN,NaN,NaN,true,98.6,55.2,555,NaN,NaN,NaN,0.04076578840613365,0.0,NaN,1,3,NaN,NaN,,NaN,NaN,,true,NaN,,,,,,,,NaN,,,NaN,,,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2830857289,438,16,1,42,59,M. Wohlgemuth,e8vt8711wb40afht2v13omket,1,86.1,37.6,2025-08-01T17:45:58.769,2025-08-04T10:44:27,"{""id"": 5817015769, ""qualifierId"": 327, ""value"": ""1""}",NaN,bwm57nbdfdkw0gzw7kbay8ufo,B 93 vs Hillerød,1_Division,2025-08-01,DNK,,NaN,true,NaN,NaN,true,,NaN,NaN,NaN,Center,NaN,,NaN,true,NaN,NaN,NaN,NaN,,NaN,,54.4,17.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,95.4,45.8,NaN,PASS_LOST,424535,2935,0.14533843100070953,0.83624267578125,NaN,1,1,true,NaN,,2025-08-01 18:45:57.758,42:58.749,,true,437,,,,,,,,NaN,,,NaN,,,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,,,,,,,95.1,48.0,,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,
